provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2016,SEPTEMBER,386598,2175340,501077,17547
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2017,MARET,396530,2358800,750225,20392
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,423315,2358800,750225,20392
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2018,MARET,432127,2559903,699406,18931
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,471678,2559903,699406,18931
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2017,MARET,400086,2358800,555546,20392
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2017,SEPTEMBER,410855,2358800,555546,20392
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2018,MARET,413858,2559903,633018,18931
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2018,SEPTEMBER,430969,2559903,633018,18931
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2019,MARET,495678,2765463,738912,20639
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,514485,2765463,738912,20639
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2019,MARET,453445,2765463,684701,20639
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2019,SEPTEMBER,453992,2765463,684701,20639
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2021,MARET,546681,2981378,779047,22972
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,556182,2981378,779047,22972
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2022,MARET,591239,3016738,762995,20320
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,616790,3016738,762995,20320
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2021,MARET,484174,2981378,684166,22972
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2021,SEPTEMBER,496468,2981378,684166,22972
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2022,MARET,525335,3016738,750264,20320
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2022,SEPTEMBER,548026,3016738,750264,20320
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2015,MARET,146400,2026126,623024,16608
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,150144,2026126,623024,16608
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2016,MARET,156536,2175340,707551,17547
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,160057,2175340,707551,17547
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2015,MARET,118587,2026126,419632,16608
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,126110,2026126,419632,16608
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2016,MARET,127155,2175340,476942,17547
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,131706,2175340,476942,17547
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2017,MARET,166407,2358800,771073,20392
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,172487,2358800,771073,20392
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2018,MARET,172564,2559903,837431,18931
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,175652,2559903,837431,18931
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2017,MARET,137160,2358800,455187,20392
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,143692,2358800,455187,20392
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2018,MARET,147823,2559903,611783,18931
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,150711,2559903,611783,18931
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2019,MARET,183982,2765463,848855,20639
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,184597,2765463,848855,20639
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2019,MARET,156288,2765463,565355,20639
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,169923,2765463,565355,20639
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2021,MARET,192586,2981378,934656,22972
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,205658,2981378,934656,22972
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2022,MARET,213278,3016738,896808,20320
KALIMANTAN UTARA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,217984,3016738,896808,20320
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2021,MARET,181789,2981378,612962,22972
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,188114,2981378,612962,22972
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2022,MARET,194647,3016738,659571,20320
KALIMANTAN UTARA,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,202380,3016738,659571,20320
SULAWESI UTARA,MAKANAN,PERKOTAAN,2015,MARET,217995,2150000,459988,12761
SULAWESI UTARA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,224280,2150000,459988,12761
SULAWESI UTARA,MAKANAN,PERKOTAAN,2016,MARET,232497,2400000,545514,16046
SULAWESI UTARA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,234016,2400000,545514,16046
SULAWESI UTARA,MAKANAN,PERDESAAN,2015,MARET,240942,2150000,398016,12761
SULAWESI UTARA,MAKANAN,PERDESAAN,2015,SEPTEMBER,249892,2150000,398016,12761
SULAWESI UTARA,MAKANAN,PERDESAAN,2016,MARET,255577,2400000,431923,16046
SULAWESI UTARA,MAKANAN,PERDESAAN,2016,SEPTEMBER,255908,2400000,431923,16046
SULAWESI UTARA,MAKANAN,PERKOTAAN,2017,MARET,246203,2598000,673045,17112
SULAWESI UTARA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,246744,2598000,673045,17112
SULAWESI UTARA,MAKANAN,PERKOTAAN,2018,MARET,253610,2824286,611677,16954
SULAWESI UTARA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,263853,2824286,611677,16954
SULAWESI UTARA,MAKANAN,PERDESAAN,2017,MARET,267177,2598000,524354,17112
SULAWESI UTARA,MAKANAN,PERDESAAN,2017,SEPTEMBER,270008,2598000,524354,17112
SULAWESI UTARA,MAKANAN,PERDESAAN,2018,MARET,276149,2824286,508962,16954
SULAWESI UTARA,MAKANAN,PERDESAAN,2018,SEPTEMBER,286801,2824286,508962,16954
SULAWESI UTARA,MAKANAN,PERKOTAAN,2019,MARET,277347,3051076,603629,18350
SULAWESI UTARA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,283576,3051076,603629,18350
SULAWESI UTARA,MAKANAN,PERKOTAAN,2020,MARET,300906,3310723,629699,21390
SULAWESI UTARA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,306074,3310723,629699,21390
SULAWESI UTARA,MAKANAN,PERDESAAN,2019,MARET,295007,3051076,529171,18350
SULAWESI UTARA,MAKANAN,PERDESAAN,2019,SEPTEMBER,297736,3051076,529171,18350
SULAWESI UTARA,MAKANAN,PERDESAAN,2020,MARET,301162,3310723,546762,21390
SULAWESI UTARA,MAKANAN,PERDESAAN,2020,SEPTEMBER,307159,3310723,546762,21390
SULAWESI UTARA,MAKANAN,PERKOTAAN,2021,MARET,319561,3310723,649716,20963
SULAWESI UTARA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,326632,3310723,649716,20963
SULAWESI UTARA,MAKANAN,PERKOTAAN,2022,MARET,336174,3310723,711700,18335
SULAWESI UTARA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,357703,3310723,711700,18335
SULAWESI UTARA,MAKANAN,PERDESAAN,2021,MARET,316222,3310723,569783,20963
SULAWESI UTARA,MAKANAN,PERDESAAN,2021,SEPTEMBER,320933,3310723,569783,20963
SULAWESI UTARA,MAKANAN,PERDESAAN,2022,MARET,327019,3310723,630299,18335
SULAWESI UTARA,MAKANAN,PERDESAAN,2022,SEPTEMBER,348939,3310723,630299,18335
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2015,MARET,72825,2150000,519694,12761
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,78098,2150000,519694,12761
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2016,MARET,79831,2400000,605107,16046
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,79988,2400000,605107,16046
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2015,MARET,58235,2150000,288894,12761
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,61176,2150000,288894,12761
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2016,MARET,66408,2400000,356481,16046
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,66457,2400000,356481,16046
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2017,MARET,83126,2598000,665212,17112
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,85186,2598000,665212,17112
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2018,MARET,86738,2824286,783585,16954
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,88912,2824286,783585,16954
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2017,MARET,69659,2598000,373710,17112
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,70138,2598000,373710,17112
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2018,MARET,71873,2824286,417058,16954
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,74105,2824286,417058,16954
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2019,MARET,92261,3051076,698123,18350
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,94021,3051076,698123,18350
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2020,MARET,95077,3310723,764264,21390
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,96428,3310723,764264,21390
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2019,MARET,77187,3051076,456599,18350
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,84147,3051076,456599,18350
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2020,MARET,84796,3310723,466128,21390
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,85659,3310723,466128,21390
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2021,MARET,96597,3310723,703347,20963
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,96796,3310723,703347,20963
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2022,MARET,97296,3310723,663541,18335
SULAWESI UTARA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,103035,3310723,663541,18335
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2021,MARET,88413,3310723,475718,20963
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,90517,3310723,475718,20963
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2022,MARET,92570,3310723,444913,18335
SULAWESI UTARA,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,97931,3310723,444913,18335
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2015,MARET,249419,1500000,429317,12365
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2015,SEPTEMBER,264458,1500000,429317,12365
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2016,MARET,275962,1670000,509944,13238
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2016,SEPTEMBER,281450,1670000,509944,13238
SULAWESI TENGAH,MAKANAN,PERDESAAN,2015,MARET,261524,1500000,368439,12365
SULAWESI TENGAH,MAKANAN,PERDESAAN,2015,SEPTEMBER,277186,1500000,368439,12365
SULAWESI TENGAH,MAKANAN,PERDESAAN,2016,MARET,291258,1670000,389502,13238
SULAWESI TENGAH,MAKANAN,PERDESAAN,2016,SEPTEMBER,294686,1670000,389502,13238
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2017,MARET,295576,1807775,586401,13770
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2017,SEPTEMBER,308042,1807775,586401,13770
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2018,MARET,309458,1965232,547295,13462
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2018,SEPTEMBER,311845,1965232,547295,13462
SULAWESI TENGAH,MAKANAN,PERDESAAN,2017,MARET,297929,1807775,444011,13770
SULAWESI TENGAH,MAKANAN,PERDESAAN,2017,SEPTEMBER,312051,1807775,444011,13770
SULAWESI TENGAH,MAKANAN,PERDESAAN,2018,MARET,314521,1965232,446707,13462
SULAWESI TENGAH,MAKANAN,PERDESAAN,2018,SEPTEMBER,326791,1965232,446707,13462
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2019,MARET,326695,2123040,607647,14682
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,349776,2123040,607647,14682
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2020,MARET,354798,2303711,580886,18140
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,356510,2303711,580886,18140
SULAWESI TENGAH,MAKANAN,PERDESAAN,2019,MARET,340726,2123040,462155,14682
SULAWESI TENGAH,MAKANAN,PERDESAAN,2019,SEPTEMBER,360828,2123040,462155,14682
SULAWESI TENGAH,MAKANAN,PERDESAAN,2020,MARET,366541,2303711,489557,18140
SULAWESI TENGAH,MAKANAN,PERDESAAN,2020,SEPTEMBER,375369,2303711,489557,18140
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2021,MARET,367691,2303711,570842,20637
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,373960,2303711,570842,20637
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2022,MARET,388768,2390739,613756,15890
SULAWESI TENGAH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,412305,2390739,613756,15890
SULAWESI TENGAH,MAKANAN,PERDESAAN,2021,MARET,386603,2303711,485971,20637
SULAWESI TENGAH,MAKANAN,PERDESAAN,2021,SEPTEMBER,391001,2303711,485971,20637
SULAWESI TENGAH,MAKANAN,PERDESAAN,2022,MARET,410179,2390739,537541,15890
SULAWESI TENGAH,MAKANAN,PERDESAAN,2022,SEPTEMBER,427956,2390739,537541,15890
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2015,MARET,108979,1500000,629817,12365
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,112038,1500000,629817,12365
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2016,MARET,115108,1670000,667676,13238
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,117962,1670000,667676,13238
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2015,MARET,70332,1500000,293645,12365
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,75894,1500000,293645,12365
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2016,MARET,79134,1670000,339010,13238
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,81972,1670000,339010,13238
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2017,MARET,120877,1807775,714936,13770
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,122686,1807775,714936,13770
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2018,MARET,124955,1965232,715402,13462
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,125852,1965232,715402,13462
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2017,MARET,85168,1807775,339996,13770
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,88588,1807775,339996,13770
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2018,MARET,91186,1965232,369058,13462
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91243,1965232,369058,13462
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2019,MARET,130498,2123040,710733,14682
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,131660,2123040,710733,14682
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2020,MARET,135083,2303711,757707,18140
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,136249,2303711,757707,18140
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2019,MARET,93145,2123040,378937,14682
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,99359,2123040,378937,14682
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2020,MARET,101230,2303711,417232,18140
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,103319,2303711,417232,18140
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2021,MARET,138692,2303711,753993,20637
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,142414,2303711,753993,20637
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2022,MARET,149250,2390739,718121,15890
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,153690,2390739,718121,15890
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2021,MARET,105631,2303711,442837,20637
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,109351,2303711,442837,20637
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2022,MARET,115486,2390739,430680,15890
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124605,2390739,430680,15890
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2015,MARET,181842,2000000,436956,12560
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2015,SEPTEMBER,186893,2000000,436956,12560
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2016,MARET,193372,2250000,505254,14827
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2016,SEPTEMBER,196645,2250000,505254,14827
SULAWESI SELATAN,MAKANAN,PERDESAAN,2015,MARET,190563,2000000,312799,12560
SULAWESI SELATAN,MAKANAN,PERDESAAN,2015,SEPTEMBER,201779,2000000,312799,12560
SULAWESI SELATAN,MAKANAN,PERDESAAN,2016,MARET,209095,2250000,346180,14827
SULAWESI SELATAN,MAKANAN,PERDESAAN,2016,SEPTEMBER,210928,2250000,346180,14827
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2017,MARET,204192,2435625,537563,15841
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2017,SEPTEMBER,209432,2435625,537563,15841
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2018,MARET,218173,2647767,593699,15777
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,230867,2647767,593699,15777
SULAWESI SELATAN,MAKANAN,PERDESAAN,2017,MARET,215790,2435625,393725,15841
SULAWESI SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,226047,2435625,393725,15841
SULAWESI SELATAN,MAKANAN,PERDESAAN,2018,MARET,236336,2647767,425295,15777
SULAWESI SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,240452,2647767,425295,15777
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2019,MARET,238425,2860382,566414,17105
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,251107,2860382,566414,17105
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2020,MARET,257455,3103800,597001,19172
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,265149,3103800,597001,19172
SULAWESI SELATAN,MAKANAN,PERDESAAN,2019,MARET,254134,2860382,427806,17105
SULAWESI SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,260579,2860382,427806,17105
SULAWESI SELATAN,MAKANAN,PERDESAAN,2020,MARET,268024,3103800,454091,19172
SULAWESI SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,275659,3103800,454091,19172
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2021,MARET,276910,3165876,608651,19217
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,286095,3165876,608651,19217
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2022,MARET,298268,3165876,647737,17257
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,316179,3165876,647737,17257
SULAWESI SELATAN,MAKANAN,PERDESAAN,2021,MARET,281013,3165876,472236,19217
SULAWESI SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,288566,3165876,472236,19217
SULAWESI SELATAN,MAKANAN,PERDESAAN,2022,MARET,300359,3165876,497655,17257
SULAWESI SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,316911,3165876,497655,17257
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,80321,2000000,575266,12560
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,87247,2000000,575266,12560
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,88304,2250000,688464,14827
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,90023,2250000,688464,14827
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,49612,2000000,275628,12560
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,52745,2000000,275628,12560
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,54579,2250000,304333,14827
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,56501,2250000,304333,14827
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,92452,2435625,719573,15841
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,94402,2435625,719573,15841
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,96376,2647767,712200,15777
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,96857,2647767,712200,15777
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,58643,2435625,318753,15841
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,61741,2435625,318753,15841
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,63581,2647767,384047,15777
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,65796,2647767,384047,15777
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,100572,2860382,724941,17105
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,103663,2860382,724941,17105
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,105906,3103800,729927,19172
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,110314,3103800,729927,19172
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,68088,2860382,388568,17105
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,70484,2860382,388568,17105
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,71719,3103800,397055,19172
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,75132,3103800,397055,19172
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,112894,3165876,760367,19217
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,117656,3165876,760367,19217
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,120903,3165876,749233,17257
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,127538,3165876,749233,17257
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,77317,3165876,416008,19217
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,79900,3165876,416008,19217
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,83054,3165876,430993,17257
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,88302,3165876,430993,17257
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2015,MARET,190438,1652000,385082,13661
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,200424,1652000,385082,13661
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2016,MARET,205281,1850000,439023,23444
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,209281,1850000,439023,23444
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2015,MARET,196016,1652000,306600,13661
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2015,SEPTEMBER,204787,1652000,306600,13661
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2016,MARET,212249,1850000,343145,23444
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2016,SEPTEMBER,215718,1850000,343145,23444
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2017,MARET,211529,2002625,483415,16604
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,218461,2002625,483415,16604
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2018,MARET,220497,2177052,534142,15944
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,232433,2177052,534142,15944
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2017,MARET,217357,2002625,375141,16604
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2017,SEPTEMBER,227757,2002625,375141,16604
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2018,MARET,230677,2177052,409899,15944
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2018,SEPTEMBER,240343,2177052,409899,15944
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2019,MARET,242594,2351870,551172,15849
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,255355,2351870,551172,15849
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2020,MARET,264082,2552015,572118,20449
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,274804,2552015,572118,20449
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2019,MARET,247687,2351870,426329,15849
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2019,SEPTEMBER,262555,2351870,426329,15849
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2020,MARET,271154,2552015,464457,20449
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2020,SEPTEMBER,276410,2552015,464457,20449
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2021,MARET,281207,2552014,593610,19302
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,293509,2552014,593610,19302
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2022,MARET,301800,2710596,605702,17542
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,324704,2710596,605702,17542
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2021,MARET,284561,2552014,462872,19302
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2021,SEPTEMBER,297786,2552014,462872,19302
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2022,MARET,305321,2710596,494846,17542
SULAWESI TENGGARA,MAKANAN,PERDESAAN,2022,SEPTEMBER,327126,2710596,494846,17542
SULAWESI TENGGARA,NONMAKANAN,PERKOTAAN,2015,MARET,79264,1652000,520583,13661
